Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unclassified
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,unclassified
Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified,
Bacteria,Firmicutes,Bacilli,unclassified,,
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Anaerococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Finegoldia
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Gallicola
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Helcococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Parvimonas
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Peptoniphilus
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Tissierella
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XII,Fusibacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIII,Anaerovorax
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIII,Mogibacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIII,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIV,Blautia
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIV,Howardella
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIV,Proteocatella
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XIV,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XVIII,Symbiobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfonispora
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lactonifactor
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Allisonella
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaeroglobus
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Centipeda
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Schwartzia
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Succiniclasticum
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium
Bacteria,Firmicutes,Clostridia,unclassified,,
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Sharpea
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified
Bacteria,Firmicutes,unclassified,,,
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,unclassified
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Sneathia
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Streptobacillus
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,unclassified
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,unclassified,
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Bacteria,Lentisphaerae,Lentisphaeria,unclassified,,
Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis
Bacteria,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
Bacteria,OD1,OD1_genera_incertae_sedis,unclassified,,
Bacteria,OP10,OP10_genera_incertae_sedis,unclassified,,
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Agromonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Maritalea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Prosthecomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Belnapia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodocista
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR11,Pelagibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified,
Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,,
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parasutterella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Methylibium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Tepidimonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidicella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Naxibacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Petrobacter
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Tepidiphilus
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Bergeriella
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azonexus
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Shinella
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
Bacteria,Proteobacteria,Betaproteobacteria,unclassified,,
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
